YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  10.2500000   1.5713000   1.5400000   2.4764000   0.5550000
1980 10 02 12   0.0000000   2.0800000   2.0800000   9.5900000   1.2619000   1.2227000   2.0492000   0.4979000
1980 10 03 12   0.0000000   5.5700000   5.5700000  13.2250000   1.2979000   1.2805000   1.7193000   0.5169000
1980 10 04 12   0.0000000  23.6800000  23.6800000  11.8000000   1.2251000   1.2190000   7.5870000   1.5634000
1980 10 05 12   0.0000000   3.0000000   3.0000000   7.7600000   0.9116000   0.9070000   5.9233000   2.8541000
1980 10 06 12   0.0000000   0.0000000   0.0000000   8.0500000   1.1454000   1.1397000   3.1121000   1.9503000
1980 10 07 12   0.0000000   0.0000000   0.0000000   6.3800000   1.2047000   1.1878000   2.7963000   1.4144000
1980 10 08 12   0.0000000   0.0000000   0.0000000   6.6250000   1.1943000   1.1680000   2.3002000   1.1290000
1980 10 09 12   0.0000000   0.0000000   0.0000000   7.7400000   1.2588000   1.2205000   1.9066000   0.9419000
1980 10 10 12   0.0000000   0.0000000   0.0000000   3.5800000   1.0582000   1.0160000   1.5938000   0.7992000
1980 10 11 12   0.0000000   0.0000000   0.0000000   3.5350000   1.0564000   1.0056000   1.3448000   0.7326000
1980 10 12 12   0.0000000  14.0300000  14.0300000   4.5850000   0.8763000   0.8270000   2.3019000   1.5285000
1980 10 13 12   0.0000000   0.5200000   0.5200000   5.6000000   0.9982000   0.9932000   1.2795000   1.8140000
1980 10 14 12   0.0000000   0.0000000   0.0000000   2.4550000   0.7859000   0.7791000   1.6534000   1.3668000
1980 10 15 12   0.0000000   0.0000000   0.0000000   0.1150000   0.7339000   0.7234000   1.3902000   1.0877000
1980 10 16 12   0.0000000   0.0000000   0.0000000   1.1150000   0.8544000   0.8380000   1.1804000   0.9165000
1980 10 17 12   0.0000000   0.0000000   0.0000000   2.1450000   0.8595000   0.8380000   1.0129000   0.8214000
1980 10 18 12   0.0000000   2.1700000   2.1700000   5.8100000   0.9291000   0.9001000   0.8897000   0.7770000
1980 10 19 12   0.0000000   4.7900000   4.7900000  10.3900000   0.9240000   0.9146000   0.7951000   0.8118000
1980 10 20 12   0.0000000   0.0000000   0.0000000   7.6150000   0.9362000   0.9315000   0.6842000   0.7865000
1980 10 21 12   0.0000000   0.0000000   0.0000000   2.8250000   0.7686000   0.7591000   0.8468000   0.7326000
1980 10 22 12   0.0000000   0.0200000   0.0200000   3.0250000   0.7453000   0.7323000   0.7423000   0.6818000
1980 10 23 12   0.0000000   0.0000000   0.0000000   1.3750000   0.6667000   0.6519000   0.6578000   0.6120000
1980 10 24 12   0.0000000   0.0000000   0.0000000  -0.0750000   0.6152000   0.5988000   0.5896000   0.5835000
1980 10 25 12   0.0000000   0.0000000   0.0000000   1.8950000   0.6453000   0.6252000   0.5340000   0.5581000
1980 10 26 12   0.0000000  28.0700000  28.0700000   3.2700000   0.6322000   0.6095000   5.4249000   5.7717000
1980 10 27 12   0.0000000   0.3600000   0.3600000   3.3250000   0.6472000   0.6440000   3.4579000   6.1522000
1980 10 28 12   0.0000000   0.0000000   0.0000000   1.0950000   0.5622000   0.5581000   2.7136000   3.8689000
1980 10 29 12   0.0000000   0.0400000   0.0400000  -0.1850000   0.5400000   0.5340000   2.2445000   2.7875000
1980 10 30 12   0.0000000   0.0000000   0.0000000  -0.0250000   0.5216000   0.5140000   1.8526000   2.1691000
1980 10 31 12   0.0000000   0.0000000   0.0000000   1.1500000   0.5414000   0.5317000   1.5416000   1.8044000
1980 11 01 12   0.0000000   0.4000000   0.4000000   3.1350000   0.5654000   0.5532000   1.2963000   1.5825000
1980 11 02 12   0.0000000   0.0000000   0.0000000   0.5800000   0.5018000   0.4911000   1.0973000   1.4049000
1980 11 03 12   0.0000000   0.0000000   0.0000000  -2.3300000   0.4320000   0.4213000   0.9400000   1.2273000
1980 11 04 12   0.0000000   0.0000000   0.0000000  -0.0400000   0.4481000   0.4355000   0.8142000   1.1099000
1980 11 05 12   0.0000000   2.0000000   2.0000000   5.8350000   0.5581000   0.5406000   0.7231000   1.0941000
1980 11 06 12   0.0000000   0.0000000   0.0000000   1.3100000   0.4111000   0.4072000   0.6317000   1.0180000
1980 11 07 12   0.0000000   0.0000000   0.0000000  -0.5900000   0.4124000   0.4064000   0.5658000   0.9387000
1980 11 08 12   0.0000000  14.8900000  14.8900000   3.4050000   0.4892000   0.4799000   1.7124000   1.3129000
1980 11 09 12   0.0000000   0.0000000   0.0000000  -1.5300000   0.3214000   0.3198000   1.8779000   1.9123000
1980 11 10 12   3.4846000   3.9100000   0.0500000  -1.7150000   0.3782000   0.3754000   1.7408000   1.6554000
1980 11 11 12   1.9709000   0.2300000   1.6433000   0.8650000   0.4055000   0.4015000   1.4567000   1.5222000
1980 11 12 12   2.0246000   0.0000000   0.1473000  -1.6350000   0.3812000   0.3793000   1.2149000   1.3288000
1980 11 13 12   1.8748000   0.0000000   0.0493000  -0.7750000   0.3719000   0.3693000   1.1250000   1.1448000
1980 11 14 12   2.4209000   1.7900000   1.1585000  -0.7150000   0.3824000   0.3789000   0.9619000   1.0560000
1980 11 15 12   2.4489000   0.0000000   0.1430000  -1.4850000   0.3322000   0.3305000   0.8222000   1.0085000
1980 11 16 12   2.3059000   0.0000000   0.0575000  -3.1350000   0.2687000   0.2669000   0.7490000   0.9038000
1980 11 17 12   2.2484000   0.0000000   0.0575000  -5.8300000   0.2605000   0.2584000   0.6552000   0.8277000
1980 11 18 12   7.6566000   6.0400000   0.0520000  -3.3700000   0.2973000   0.2945000   0.5797000   0.8372000
1980 11 19 12  17.7758000  11.2500000   0.0508000  -4.1950000   0.3227000   0.3191000   0.5186000   0.7801000
1980 11 20 12  17.7250000   0.0000000   0.0508000  -6.4450000   0.1767000   0.1745000   0.4689000   0.8499000
1980 11 21 12  17.6743000   0.0000000   0.0507000  -4.5700000   0.1438000   0.1418000   0.4283000   0.7992000
1980 11 22 12  17.6236000   0.0000000   0.0507000  -2.6750000   0.1472000   0.1451000   0.3948000   0.8182000
1980 11 23 12  17.5730000   0.0000000   0.0506000  -3.1350000   0.1139000   0.1123000   0.3671000   0.7801000
1980 11 24 12  17.5225000   0.0000000   0.0505000  -0.4650000   0.0974000   0.0960000   0.3438000   0.7452000
1980 11 25 12  17.7878000  22.4200000  21.0430000   1.3700000   0.3123000   0.3076000   3.1322000   3.0761000
1980 11 26 12  19.0705000  12.4500000  12.4554000  -0.4750000   0.2419000   0.2407000   6.3111000   5.9936000
1980 11 27 12  18.8823000   0.0000000   0.9470000  -4.9250000   0.1544000   0.1536000   4.0738000   3.6152000
1980 11 28 12  17.8440000   0.0000000   0.1031000  -3.9050000   0.1446000   0.1439000   3.0417000   2.6702000
1980 11 29 12  19.7162000  25.9300000  22.8297000  -0.6250000   0.2251000   0.2239000   7.4538000   7.3256000
1980 11 30 12  20.9342000   0.0000000   1.2381000  -0.0700000   0.2460000   0.2448000   6.8919000   7.4207000
1980 12 01 12  19.6012000   0.0000000   0.1049000  -1.7700000   0.2258000   0.2247000   3.6784000   4.6300000
1980 12 02 12  19.5439000   0.0000000   0.0574000   0.0050000   0.2005000   0.1993000   3.1684000   3.3932000
1980 12 03 12  15.3412000  16.7500000  19.9761000   1.8600000   0.2166000   0.2151000   6.4038000   5.7717000
1980 12 04 12  20.8665000   5.0300000   0.9749000  -4.2650000   0.0910000   0.0906000   5.5998000   6.7230000
1980 12 05 12  20.8894000   1.2300000   0.1125000 -10.9900000   0.2042000   0.2032000   3.6426000   3.9958000
1980 12 06 12  20.8342000   0.0000000   0.0552000  -9.0650000   0.1302000   0.1294000   3.1290000   2.9334000
1980 12 07 12  20.7790000   0.0000000   0.0551000  -6.6950000   0.0889000   0.0884000   2.5684000   2.4894000
1980 12 08 12  21.1126000   0.4300000   0.0552000  -4.1250000   0.0394000   0.0391000   2.1237000   1.9662000
1980 12 09 12  24.5424000   3.6300000   0.1637000  -0.1550000   0.1959000   0.1946000   1.7710000   1.6808000
1980 12 10 12  26.0717000   1.7400000   0.1167000  -7.6800000   0.0326000   0.0324000   1.4898000   1.4271000
1980 12 11 12  25.9783000   0.0000000   0.0569000 -10.7600000   0.0087000   0.0086000   1.2656000   1.2685000
